"","x"
"4571","cg05628357"
"4572","cg19244928"
"4573","cg23707091"
"4574","cg03794288"
"4575","cg13796518"
"4576","cg21511748"
"4577","cg27537048"
"4578","cg09474589"
"4579","cg27402043"
"4580","cg27537046"
"4581","cg01882871"
"4582","cg17674229"
"4583","cg08414231"
"4584","cg21358429"
"4585","cg03986311"
"4586","cg12456681"
"4587","cg07953310"
"4588","cg20841156"
"4589","cg11220245"
"4590","cg24776295"
"4591","cg04223135"
"4592","cg25630506"
"4593","cg23513318"
"4594","cg21565937"
"4595","cg06355467"
"4596","cg14021192"
"4597","cg17808183"
"4598","cg19536227"
"4599","cg19950767"
"4600","cg08740309"
"4601","cg05835416"
"4602","cg16453343"
"4603","cg10578897"
"4604","cg18282096"
"4605","cg05807023"
"4606","cg12101572"
"4607","cg03665457"
"4608","cg13365752"
"4609","cg23675441"
"4610","cg06718920"
"4611","cg21206180"
"4612","cg15798618"
"4613","cg07372609"
"4614","cg20041597"
"4615","cg13870510"
"4616","cg05667581"
"4617","cg27274446"
"4618","cg13462829"
"4619","cg23413074"
"4620","cg14309691"
"4621","cg19291303"
"4622","cg03081359"
"4623","cg21410132"
"4624","cg18023096"
"4625","cg16592371"
"4626","cg13944903"
"4627","cg10901099"
"4628","cg27644672"
"4629","cg18909711"
"4630","cg24491369"
"4631","cg06069441"
"4632","cg12209615"
"4633","cg26370285"
"4634","cg05817295"
"4635","cg06343615"
"4636","cg08040148"
"4637","cg21896800"
"4638","cg04789860"
"4639","cg16325421"
"4640","cg01774704"
"4641","cg11963854"
"4642","cg20568140"
"4643","cg18413025"
"4644","cg11135988"
"4645","cg19869100"
"4646","cg04304019"
"4647","cg24937681"
"4648","cg23727081"
"4649","cg07902406"
"4650","ch.4.129827632R"
"4651","cg24725841"
"4652","cg27201767"
"4653","cg18545992"
"4654","cg09542250"
"4655","cg23004862"
"4656","cg10118547"
"4657","cg08573907"
"4658","cg07414544"
"4659","cg01145948"
"4660","cg03929570"
"4661","cg05408313"
"4662","cg05471491"
"4663","cg04317940"
"4664","cg27510671"
"4665","cg10199763"
"4666","cg21637172"
"4667","cg08577213"
"4668","cg10181784"
"4669","cg10772022"
"4670","cg05006954"
"4671","cg00229755"
"4672","cg14792160"
"4673","cg20018992"
"4674","cg15948567"
"4675","cg00254524"
"4676","cg12520727"
"4677","cg12798257"
"4678","cg08704250"
"4679","cg19255660"
"4680","cg14775690"
"4681","cg16562257"
"4682","cg00009796"
"4683","cg02083546"
"4684","cg19786013"
"4685","cg11721361"
"4686","cg20540370"
"4687","cg24661457"
"4688","cg15964159"
"4689","ch.6.83110103R"
"4690","cg16593027"
"4691","cg16651552"
"4692","cg16791781"
"4693","cg03956426"
"4694","cg13150977"
"4695","cg25671418"
"4696","cg09122197"
"4697","cg08803790"
"4698","cg23404573"
"4699","cg19561609"
"4700","cg10872107"
"4701","cg23559165"
"4702","cg24826636"
"4703","cg14196676"
"4704","cg04162949"
"4705","cg14661803"
"4706","cg20671790"
"4707","cg20321250"
"4708","cg11808757"
"4709","cg04400653"
"4710","cg04542653"
"4711","cg24544876"
"4712","cg16095593"
"4713","cg02740893"
"4714","cg11573197"
"4715","cg12241997"
"4716","cg21919437"
"4717","cg00191858"
"4718","cg14203970"
"4719","cg22797978"
"4720","ch.17.1730525R"
"4721","cg27016114"
"4722","cg07009584"
"4723","cg12647302"
"4724","cg17849912"
"4725","cg14242928"
"4726","cg15854662"
"4727","cg27120246"
"4728","cg11427900"
"4729","cg03389650"
"4730","cg15323121"
"4731","cg18129996"
"4732","cg23366493"
"4733","cg24535046"
"4734","cg14090510"
"4735","cg06747831"
"4736","cg02890248"
"4737","cg05495422"
"4738","cg13177830"
"4739","cg06471296"
"4740","cg21273118"
"4741","cg09087103"
"4742","cg01930488"
"4743","cg01709551"
"4744","cg05347948"
"4745","cg19862014"
"4746","ch.21.39853023F"
"4747","cg08968603"
"4748","cg02812757"
"4749","cg17313153"
"4750","cg14060471"
"4751","cg12482502"
"4752","cg16115418"
"4753","cg09709641"
"4754","cg04891883"
"4755","cg09122412"
"4756","cg03712823"
"4757","cg10497951"
"4758","cg17558062"
"4759","cg03484717"
"4760","cg25388061"
"4761","cg17960268"
"4762","cg24504601"
"4763","cg11557492"
"4764","cg11226956"
"4765","cg18331325"
"4766","cg04442042"
"4767","cg00344422"
"4768","cg10906530"
"4769","cg10369444"
"4770","cg23890008"
"4771","cg16811756"
"4772","cg01285756"
"4773","cg21787489"
"4774","cg12635848"
"4775","cg21945322"
"4776","cg06477632"
"4777","cg07427559"
"4778","cg22497867"
"4779","cg19240584"
"4780","cg00688447"
"4781","ch.3.30723819R"
"4782","cg14677510"
"4783","cg04699668"
"4784","cg00794209"
"4785","cg03147592"
"4786","cg13947513"
"4787","cg26580332"
"4788","cg04373117"
"4789","cg07341932"
"4790","cg25121589"
"4791","cg25204281"
"4792","cg17714154"
"4793","cg04593426"
"4794","cg07442271"
"4795","cg13901134"
"4796","cg01607468"
"4797","cg07514343"
"4798","cg11536612"
"4799","cg24189745"
"4800","ch.2.1685296R"
"4801","cg26802968"
"4802","cg24118895"
"4803","cg25820971"
"4804","cg13864319"
"4805","cg17317359"
"4806","cg07482296"
"4807","cg13195463"
"4808","cg02569759"
"4809","cg03407622"
"4810","cg02486520"
"4811","cg25334461"
"4812","cg20482922"
"4813","cg08038224"
"4814","cg25329296"
"4815","cg15788580"
"4816","ch.7.93764192R"
"4817","ch.2.224494R"
"4818","cg08133850"
"4819","cg11825524"
"4820","cg00304959"
"4821","cg24845535"
"4822","cg03061237"
"4823","cg08643930"
"4824","cg20425862"
"4825","ch.1.48110560R"
"4826","cg15338917"
"4827","cg23260966"
"4828","cg08962185"
"4829","cg12848118"
"4830","cg23145322"
"4831","cg09499109"
"4832","cg21934337"
"4833","ch.2.1786654R"
"4834","ch.1.2799699R"
"4835","cg13753613"
"4836","cg24302688"
"4837","cg17947156"
"4838","cg27189481"
"4839","cg12328582"
"4840","cg03482717"
"4841","cg04911669"
"4842","cg27410383"
"4843","cg05362011"
"4844","cg10287814"
"4845","cg25782778"
"4846","cg18798669"
"4847","cg14243895"
"4848","cg21005457"
"4849","cg16291750"
"4850","cg02944578"
"4851","cg03176543"
"4852","cg06109894"
"4853","cg07687119"
"4854","cg12809883"
"4855","cg23970028"
"4856","cg00863654"
"4857","cg06435604"
"4858","cg23841726"
"4859","cg19764421"
"4860","cg13077247"
"4861","cg18596626"
"4862","cg12938565"
"4863","cg08542640"
"4864","cg27211345"
"4865","cg00238426"
"4866","cg10590844"
"4867","cg23351190"
"4868","cg22947481"
"4869","cg12737574"
"4870","cg02874396"
"4871","cg09251328"
"4872","cg27188282"
"4873","cg13893372"
"4874","cg05082550"
"4875","cg07298177"
"4876","cg03525266"
"4877","cg00148727"
"4878","cg17285397"
"4879","cg21727907"
"4880","cg21355338"
"4881","cg22139774"
"4882","cg08246029"
"4883","cg11953079"
"4884","cg06312797"
"4885","cg23879355"
"4886","cg13802760"
"4887","cg09144424"
"4888","cg22040728"
"4889","cg14920808"
"4890","cg13476464"
"4891","cg01013685"
"4892","ch.1.119678825R"
"4893","cg06918443"
"4894","cg01336552"
"4895","cg12995372"
"4896","cg02154456"
"4897","cg06772268"
"4898","cg00661205"
"4899","cg03506316"
"4900","cg13513229"
"4901","cg16989332"
"4902","cg02850546"
"4903","cg26879538"
"4904","cg16525287"
"4905","cg00034639"
"4906","cg09328466"
"4907","cg02571503"
"4908","cg19477408"
"4909","cg20756702"
"4910","cg06703343"
"4911","cg04582424"
"4912","cg10188698"
"4913","cg10127037"
"4914","cg12584510"
"4915","cg01806195"
"4916","cg20675040"
"4917","cg10701000"
"4918","cg23092040"
"4919","cg03362494"
"4920","cg19593600"
"4921","cg03393267"
"4922","cg25173401"
"4923","cg15908093"
"4924","cg01325188"
"4925","ch.14.556710R"
"4926","cg25467746"
"4927","cg14555253"
"4928","cg12529917"
"4929","cg10625750"
"4930","cg10866833"
"4931","cg04061225"
"4932","cg21509846"
"4933","cg26505663"
"4934","cg10365889"
"4935","cg11495249"
"4936","cg00712711"
"4937","cg21618694"
"4938","cg16326358"
"4939","cg27241677"
"4940","cg18707845"
"4941","cg03840912"
"4942","cg02140508"
"4943","cg15582544"
"4944","cg25769450"
"4945","cg01971203"
"4946","cg22191803"
"4947","cg14841222"
"4948","cg10483333"
"4949","cg14696820"
"4950","ch.2.188569927R"
"4951","cg25611570"
"4952","cg04181121"
"4953","cg25593380"
"4954","cg25339449"
"4955","ch.4.86567531R"
"4956","cg08262582"
"4957","cg14206479"
"4958","cg14924278"
"4959","cg20138833"
"4960","cg15387278"
"4961","cg08470827"
"4962","cg11718312"
"4963","cg07851521"
"4964","cg26938561"
"4965","cg21547628"
"4966","cg00984967"
"4967","cg07590584"
"4968","cg13797914"
"4969","cg25464210"
"4970","cg06966817"
"4971","cg07195195"
"4972","cg11178030"
"4973","cg26162330"
"4974","cg16408735"
"4975","cg06632762"
"4976","cg23101138"
"4977","cg04365481"
"4978","cg25356886"
"4979","cg04375472"
"4980","cg24599650"
"4981","cg19901468"
"4982","cg03654774"
"4983","cg14966325"
"4984","cg07573366"
"4985","cg13793747"
"4986","cg04426297"
"4987","ch.21.40139802R"
"4988","cg21562638"
"4989","cg18275438"
"4990","ch.17.1102270R"
"4991","cg16817413"
"4992","cg03093276"
"4993","cg24850323"
"4994","cg02077558"
"4995","cg10217767"
"4996","cg25542244"
"4997","cg18604876"
"4998","cg11741432"
"4999","cg23098168"
"5000","cg13009819"
"5001","cg21610999"
"5002","cg09139721"
"5003","cg08442922"
"5004","cg02964182"
"5005","cg04078634"
"5006","cg13182809"
"5007","cg08440690"
"5008","cg11143507"
"5009","cg05993665"
"5010","cg24243790"
"5011","cg12291348"
"5012","cg19800728"
"5013","cg06280322"
"5014","cg23620340"
"5015","cg17179051"
"5016","cg16601146"
"5017","cg11696173"
"5018","cg15841511"
"5019","cg27019122"
"5020","cg07075169"
"5021","cg08477215"
"5022","cg21106899"
"5023","cg09834444"
"5024","cg09861824"
"5025","cg05075473"
"5026","cg17463959"
"5027","cg12599235"
"5028","cg05843966"
"5029","cg22978326"
"5030","cg05999978"
"5031","cg07961027"
"5032","cg15389546"
"5033","cg17310754"
"5034","cg13318368"
"5035","cg02220894"
"5036","cg23361609"
"5037","cg02147764"
"5038","cg21041594"
"5039","cg08095770"
"5040","cg14742715"
"5041","cg14186481"
"5042","cg09206890"
"5043","cg05408886"
"5044","cg24582137"
"5045","cg01035826"
"5046","cg11595993"
"5047","cg19661819"
"5048","cg26309854"
"5049","cg16596250"
"5050","cg12869362"
"5051","cg15549927"
"5052","cg04107679"
"5053","cg16821267"
"5054","cg21583400"
"5055","cg00333848"
"5056","cg12747007"
"5057","cg15559737"
"5058","cg25106304"
"5059","cg12042055"
"5060","cg09968036"
"5061","cg07124017"
"5062","cg03627944"
"5063","cg02261895"
"5064","cg19445642"
"5065","cg12959106"
"5066","cg15247974"
"5067","cg21763814"
"5068","cg24327491"
"5069","ch.21.43554353R"
"5070","cg07426931"
"5071","cg09669104"
"5072","cg06643214"
"5073","cg04663292"
"5074","cg07138192"
"5075","cg24371216"
"5076","cg27395922"
"5077","cg06544376"
"5078","cg21803927"
"5079","cg13819005"
"5080","cg06072253"
"5081","cg14617562"
"5082","cg11395606"
"5083","cg14692709"
"5084","cg20890145"
"5085","cg13093389"
"5086","cg02963866"
"5087","cg10207799"
"5088","cg03808043"
"5089","cg15418297"
"5090","cg09817599"
"5091","cg13987686"
"5092","cg20353484"
"5093","cg16492043"
"5094","cg15281205"
"5095","cg26565113"
"5096","cg24809698"
"5097","cg27192602"
"5098","cg10373524"
"5099","cg09266881"
"5100","cg26980851"
"5101","cg01273344"
"5102","cg13770153"
"5103","cg21584457"
"5104","cg06503831"
"5105","cg17002771"
"5106","cg21184204"
"5107","cg26697334"
"5108","cg27660192"
"5109","cg02374984"
"5110","cg07964975"
"5111","cg19257462"
"5112","cg25086840"
"5113","cg00356888"
"5114","cg03672621"
"5115","cg19321118"
"5116","cg01337795"
"5117","cg13264399"
"5118","cg25394572"
"5119","cg24334381"
"5120","cg12221682"
"5121","cg10105797"
"5122","ch.17.41650897R"
"5123","cg25559322"
"5124","cg20887241"
"5125","cg07843882"
"5126","cg09692125"
"5127","cg04749453"
"5128","cg06422782"
"5129","cg22871659"
"5130","ch.4.3479505R"
"5131","cg02640572"
"5132","cg21244880"
"5133","cg22358241"
"5134","cg11633126"
"5135","cg10795676"
"5136","cg04483062"
"5137","cg08438164"
"5138","cg25225155"
"5139","cg17854650"
"5140","cg17854654"
"5141","cg23283362"
"5142","cg18428201"
"5143","cg00476432"
"5144","cg27311654"
"5145","ch.8.115235097F"
"5146","cg01412856"
"5147","ch.11.96117892F"
"5148","ch.1.88636103R"
"5149","cg18973396"
"5150","cg09018722"
"5151","cg05570831"
"5152","cg12405371"
"5153","cg04871330"
"5154","cg22392809"
"5155","cg13070781"
"5156","cg00508604"
"5157","cg23015949"
"5158","cg24505274"
"5159","cg14946950"
"5160","cg18729383"
"5161","cg02616342"
"5162","cg20845336"
"5163","cg08564601"
"5164","cg17861477"
"5165","cg14313398"
"5166","cg17152989"
"5167","cg00405494"
"5168","cg13777312"
"5169","cg09188385"
"5170","cg23207305"
"5171","cg11190815"
"5172","cg20129853"
"5173","cg14407883"
"5174","cg09759808"
"5175","cg01075463"
"5176","cg25640288"
"5177","cg07623221"
"5178","cg12890750"
"5179","cg12906589"
"5180","cg03146951"
"5181","cg15587430"
"5182","cg03980226"
"5183","cg23245663"
"5184","cg21460946"
"5185","ch.1.64660926R"
"5186","cg02520502"
"5187","cg03713640"
"5188","cg17391569"
"5189","ch.6.51066775R"
"5190","cg13910907"
"5191","cg17656474"
"5192","cg19390357"
"5193","cg18664965"
"5194","cg18498108"
"5195","cg21443284"
"5196","cg12934430"
"5197","cg11100932"
"5198","cg24483487"
"5199","cg08739651"
"5200","cg05160193"
"5201","cg09840850"
"5202","cg02387226"
"5203","cg08837676"
"5204","cg12080791"
"5205","cg14113960"
"5206","cg09114546"
"5207","cg04018625"
"5208","cg16564302"
"5209","cg18846395"
"5210","cg00847544"
"5211","cg02351362"
"5212","cg22802174"
"5213","cg07104380"
"5214","cg26021714"
"5215","cg08466401"
"5216","cg19352801"
"5217","cg21836827"
"5218","cg08940787"
"5219","cg16066505"
"5220","cg02599583"
"5221","cg17267720"
"5222","ch.10.1418365R"
"5223","cg01154525"
"5224","cg10199040"
"5225","cg10229748"
"5226","cg06544198"
"5227","cg03300099"
"5228","cg24947694"
"5229","cg20675616"
"5230","cg14376110"
"5231","cg24425968"
"5232","cg03262242"
"5233","cg25188942"
"5234","cg14400821"
"5235","cg08883146"
"5236","cg10941174"
"5237","cg11756336"
"5238","ch.7.2185748R"
"5239","cg03006175"
"5240","cg11884316"
"5241","cg09311149"
"5242","ch.12.13534453R"
"5243","cg06120379"
"5244","cg16747885"
"5245","cg14356187"
"5246","cg00105368"
"5247","cg04646842"
"5248","cg11653336"
"5249","cg13279713"
"5250","cg05542153"
"5251","cg26982030"
"5252","cg12975779"
"5253","ch.17.27159102R"
"5254","cg03434223"
"5255","cg00954931"
"5256","cg02429514"
"5257","cg11889098"
"5258","cg00669212"
"5259","cg22940263"
"5260","cg14162361"
"5261","cg23985239"
"5262","cg03985484"
"5263","cg02172792"
"5264","cg15758480"
"5265","cg20255082"
"5266","cg23790942"
"5267","cg18205465"
"5268","cg26933314"
"5269","cg06583873"
"5270","cg07871633"
"5271","cg15309053"
"5272","cg18891852"
"5273","cg04239536"
"5274","cg18067665"
"5275","cg26483432"
"5276","cg14443467"
"5277","cg08672695"
"5278","cg03032620"
"5279","cg10640830"
"5280","cg12502785"
"5281","cg24524245"
"5282","cg17384145"
"5283","cg25708189"
"5284","cg25809861"
"5285","cg05836646"
"5286","cg13928520"
"5287","cg12481433"
"5288","cg17686973"
"5289","cg00570097"
"5290","cg03144560"
"5291","cg02939233"
"5292","cg00483718"
"5293","cg20878317"
"5294","cg08718119"
"5295","ch.1.1248405R"
"5296","cg11380908"
"5297","cg26820209"
"5298","ch.2.1116759R"
"5299","ch.2.204909450R"
"5300","cg15865892"
"5301","cg04791162"
"5302","cg06925530"
"5303","cg02407068"
"5304","cg11432013"
"5305","cg26786504"
"5306","cg13528338"
"5307","cg25331271"
"5308","cg17789800"
"5309","cg07719786"
"5310","cg06532924"
"5311","cg20776891"
"5312","cg25548869"
"5313","cg26799806"
"5314","cg04764012"
"5315","cg15567929"
"5316","cg10680164"
"5317","cg00040016"
"5318","cg13860309"
"5319","cg05901786"
"5320","cg15806271"
"5321","cg11990281"
"5322","ch.17.21699132R"
"5323","cg26033457"
"5324","cg20778496"
"5325","cg05998089"
"5326","cg14280569"
"5327","cg11095011"
"5328","cg13208922"
"5329","cg24391203"
"5330","cg09353999"
"5331","cg02360119"
"5332","cg07399636"
"5333","cg00786237"
"5334","cg25532503"
"5335","cg02466749"
"5336","cg25431479"
"5337","cg24871371"
"5338","cg05649427"
"5339","cg26528459"
"5340","cg05900785"
"5341","cg08418747"
"5342","cg03248483"
"5343","cg27279244"
"5344","cg09045935"
"5345","cg13482911"
"5346","cg19774973"
"5347","cg07530330"
"5348","cg15725733"
"5349","cg17884016"
"5350","cg01046377"
"5351","cg14179031"
"5352","cg10797804"
"5353","cg18696361"
"5354","cg09248887"
"5355","cg22019065"
"5356","ch.3.1444649R"
"5357","cg03630832"
"5358","cg12990591"
"5359","cg01098491"
"5360","cg13402656"
"5361","cg11535445"
"5362","cg14541460"
"5363","cg05902460"
"5364","cg05613829"
"5365","cg23474801"
"5366","cg13638980"
"5367","cg13400248"
"5368","cg14336665"
"5369","cg02911985"
"5370","cg27500148"
"5371","cg06783668"
"5372","cg21784030"
"5373","cg19939307"
"5374","cg09423221"
"5375","cg10285873"
"5376","cg20960611"
"5377","cg12116566"
"5378","ch.5.24240029R"
"5379","cg25961221"
"5380","cg20669266"
"5381","cg08052302"
"5382","cg17900593"
"5383","cg17613214"
"5384","cg13942590"
"5385","cg16437896"
"5386","cg07262139"
"5387","cg16042178"
"5388","cg18139575"
"5389","cg16168705"
"5390","cg04637219"
"5391","cg08944086"
"5392","cg23101093"
"5393","cg25233208"
"5394","cg19645066"
"5395","cg13183998"
"5396","cg06882544"
"5397","ch.21.442315R"
"5398","cg08869857"
"5399","cg17181092"
"5400","cg07473909"
"5401","cg05673432"
"5402","cg06395148"
"5403","cg22354505"
"5404","cg26996779"
"5405","cg21009400"
"5406","cg05943476"
"5407","ch.12.1700408R"
"5408","cg14299455"
"5409","cg02777068"
"5410","cg07320883"
"5411","cg23256235"
"5412","cg18350545"
"5413","cg17825572"
"5414","cg02148292"
"5415","cg03730314"
"5416","cg27131197"
"5417","cg12609665"
"5418","cg03898993"
"5419","cg14512309"
"5420","cg15921012"
"5421","cg01843766"
"5422","ch.10.1432102R"
"5423","cg04065867"
"5424","cg00215922"
"5425","cg07627602"
"5426","cg19472772"
"5427","cg21618529"
"5428","cg26932860"
"5429","cg14300161"
"5430","cg10861426"
"5431","cg03427771"
"5432","cg00665029"
"5433","cg06812668"
"5434","ch.4.77087090F"
"5435","cg18794878"
"5436","cg13887180"
"5437","cg02073408"
"5438","cg00829645"
"5439","cg25421663"
"5440","cg04334885"
"5441","cg16112904"
"5442","cg18613326"
"5443","cg02404575"
"5444","cg21085701"
"5445","cg10342663"
"5446","cg00079764"
"5447","cg00732098"
"5448","cg15030397"
"5449","cg14073033"
"5450","cg05203671"
"5451","cg00071575"
"5452","cg20668607"
"5453","cg13532829"
"5454","cg17785250"
"5455","cg27377352"
"5456","cg27170003"
"5457","cg02276073"
"5458","cg03539382"
"5459","cg06295137"
"5460","cg17689925"
"5461","cg23337631"
"5462","cg08510934"
"5463","cg01573622"
"5464","cg09675103"
"5465","cg23519421"
"5466","cg10631453"
"5467","cg16116279"
"5468","cg11649068"
"5469","cg03541799"
"5470","cg24814380"
"5471","cg23119967"
"5472","cg26369269"
"5473","cg13663626"
"5474","cg02471486"
"5475","cg00967405"
"5476","cg14752990"
"5477","cg26227119"
"5478","cg00964137"
"5479","cg07829469"
"5480","cg00447557"
"5481","cg03610323"
"5482","cg10432933"
"5483","cg02058516"
"5484","cg26068551"
"5485","cg14832183"
"5486","cg09532502"
"5487","cg26167861"
"5488","cg12599390"
"5489","cg03704667"
"5490","cg11987916"
"5491","cg07020407"
"5492","ch.22.707049R"
"5493","cg11783367"
"5494","cg11394820"
"5495","cg25233339"
"5496","cg23679434"
"5497","cg00569190"
"5498","cg22503116"
"5499","cg04823492"
"5500","cg19503341"
"5501","cg02472906"
"5502","cg26366417"
"5503","cg13673126"
"5504","cg00658449"
"5505","cg11401929"
"5506","cg23492413"
"5507","cg18496568"
"5508","cg23638725"
"5509","cg16525260"
"5510","cg20597127"
"5511","cg18617958"
"5512","cg08167039"
"5513","cg25650811"
"5514","cg02742069"
"5515","cg03330168"
"5516","cg02862100"
"5517","cg01584797"
"5518","cg15169469"
"5519","cg02721451"
"5520","cg12688265"
"5521","cg21930842"
"5522","cg17187022"
"5523","cg15084499"
"5524","cg02578836"
"5525","cg07958169"
"5526","cg18803079"
"5527","cg27343917"
"5528","cg05698763"
"5529","cg07204066"
"5530","cg26418078"
"5531","cg00649216"
"5532","cg01706409"
"5533","cg10097316"
"5534","cg04913666"
"5535","cg24365013"
"5536","cg06196636"
"5537","cg26880961"
"5538","cg26340088"
"5539","cg07125976"
"5540","cg17308012"
"5541","cg24456165"
"5542","cg11395062"
"5543","cg21229135"
"5544","cg01758870"
"5545","cg19935097"
"5546","cg07243141"
"5547","cg12945769"
"5548","cg23976179"
"5549","cg17841099"
"5550","ch.2.54406426R"
